id,name,This is the current 'specialisation_id' linked to this practice,This is the current specialisation 'name' linked to this 'specialisation_id',What specialisation_id should this practice be linked to?,What is the respective specailisation name/type of the 'specialisation_id' linked to this practice?,What is the respective Practice Type?,specialisation_id,name,specialisation_name
309,Pretoria Oral and Dental Hospital,2,Other,259,Oral Medicine,Specialist Department,,,
312,Ngwelezana Hospital,2,Other,420,General,Hospital,,,
313,Hillbrow CHC,2,Other,420,General,CHC,,,
315,Aliwal North Hospital,2,Other,420,General,Hospital,,,
11,Other,2,Other,0,,Vula,,,
3,Zithulele Ophthalmology,2,Other,1,Ophthalmology,Specialist Department,,,
3599,Dr Henriette Smith,2,Other,420,General,General Practice,,,
3630,Dis-Chem Somerset Mall Pharmacy,2,Other,420,General,Pharmacy,,,
73,Porterville Clinic,2,Other,420,General,Clinic,,,
74,Ruyterwacht CDC,2,Other,420,General,CDC,,,
198,Specsavers Paarl,2,Other,17,Optometry,Specialist Department,,,
3695,Dr Moorad A A & Asmal S,2,Other,420,General,General Practice,,,
3704,Clicks Pharmacy - Howick,2,Other,420,General,Pharmacy,,,
301,Irene Intercare,2,Other,420,General,Medical Centre,,,
3788,Saselamani Pharmacy,2,Other,420,General,Pharmacy,,,
3776,Dr. Nicolette Catherine Rivera,2,Other,420,General,General Practice,,,
3782,Todd Street Pharmacy,2,Other,420,General,Pharmacy,,,
3785,Spec-Savers Table Bay Mall,2,Other,17,Optometry,Specialist Department,,,
2742,Natraj Pharmacy,2,Other,420,General,Pharmacy,,,
414,Gobabis District Hospital,2,Other,420,General,Hospital,,,
3789,Dr Yusoof Jano,2,Other,420,General,General Practice,,,
3793,Médecins Sans Frontières,2,Other,420,General,Non-medical practice,,,
3798,Dr Leon van Der Spuy,2,Other,420,General,General Practice,,,
3799,Boston Optique Optometrist - Ms Charline Victor,2,Other,17,Optometry,Specialist Department,,,
3801,Dr Mogamat Shaheed Ras,2,Other,420,General,General Practice,,,
3807,Spec-Savers St Georges Mall,2,Other,17,Optometry,Specialist Department,,,
1725,Medical Wound Wizards - Paarl,2,Other,420,General,Clinic,,,
380,Intercare Tyger Valley,2,Other,420,General,Medical Centre,,,
3810,Multicross Medical Centre Charlesville,2,Other,420,General,Medical Centre,,,
3811,Dr Richard Henry Faul,2,Other,420,General,General Practice,,,
462,Alice Springs Hospital,2,Other,420,General,Hospital,,,
4575,Dr Francina Raath,2,Other,420,General,General Practice,,,
4662,Dr Harshita Baldev Mistry,2,Other,420,General,General Practice,,,
428,Rundu Hospital Eye Clinic,364,Ophthalmology Namibia,1,Ophthalmology,Specialist Department,,,
3295,Dis-Chem Mall of Africa Pharmacy,2,Other,420,General,Pharmacy,,,
3932,Cecilia Makiwane Family Medicine,2,Other,16,Family Medicine,Specialist Department,,,
3411,Mellins I Style - Upington,2,Other,17,Optometry,Specialist Department,,,
479,Onandjokwe Hospital,2,Other,420,General,Hospital,,,
433,Groendal Clinic,2,Other,420,General,Clinic,,,
3412,Dis-Chem Clearwater Mall Pharmacy,2,Other,420,General,Pharmacy,,,
4992,Specsavers Langebaan,2,Other,17,Optometry,Specialist Department,,,
481,Okahao Hospital Eye Clinic,2,Other,1,Ophthalmology,Hospital,,,
3515,Dr Rashiqua Holdman Family Practice,2,Other,420,General,General Practice,,,
5711,Hobeni Clinic,2,Other,420,General,Clinic,,,
3549,Geard Pharmacy,2,Other,420,General,Pharmacy,,,
443,Dr LJ Cyster Medical Practice,2,Other,420,General,General Practice,,,
467,Ravensmead Dr Jaffer Practice,2,Other,420,General,General Practice,,,
473,Hill and Glanz Optometrists,2,Other,17,Optometry,Specialist Department,,,
418,Oshakati Hospital Eye Clinic,2,Other,1,Ophthalmology,Hospital,,,
3589,Malmesbury Medical Centre,2,Other,420,General,Medical Centre,,,
3631,Pharmacy @ Spar Burmed,2,Other,420,General,Pharmacy,,,
3633,Hamadi Labs Newcastle,2,Other,85,Pathology,Specialist Department,,,
480,Outapi Hospital Eye Clinic,2,Other,1,Ophthalmology,Hospital,,,
3705,KwaMhlanga Hospital,2,Other,420,General,Hospital,,,
768,Klerksdorp Hospital,2,Other,420,General,Hospital,,,
466,Western Cape Rehabilitation Centre,2,Other,420,General,Medical Centre,,,
3777,Zandvleit Care Facility,2,Other,41,Palliative Care,Specialist department,,,
3786,De Aar Correctional Services,2,Other,420,General,Correctional Centre,,,
775,Greenacres,2,Other,420,General,Other,,,
456,The Eye Centre,2,Other,1,Ophthalmology,Medical Centre,,,
477,Engela Hospital,2,Other,420,General,Hospital,,,
478,Tsumeb Hospital,2,Other,420,General,Hospital,,,
482,Swakopmund Hospital,2,Other,420,General,Hospital,,,
483,Mariental Hospital,2,Other,420,General,Hospital,,,
484,Eenhana Hospital,2,Other,420,General,Hospital,,,
3790,Dr Mogamat Yusuf Abrahams,2,Other,420,General,General Practice,,,
3792,Filia Training Centre,2,Other,420,General,Medical Centre,,,
3794,The Health Team,2,Other,420,General,Medical Centre,,,
3800,Dr Mncedisi Arthur Mqela,2,Other,420,General,General Practice,,,
3802,Dr Natalie Wessels,2,Other,420,General,General Practice,,,
3808,Dr Evert Philippus Bouwer,2,Other,420,General,General Practice,,,
3812,Chait H J & Melmed J A,2,Other,420,General,General Practice,,,
474,SpecSavers Tygervalley,2,Other,17,Optometry,Specialist Department,,,
3273,Dis-Chem Birch Acres Pharmacy,2,Other,420,General,Pharmacy,,,
3296,Dis-Chem Norwood Gardens Pharmacy Clinic,2,Other,420,General,Pharmacy,,,
3413,Dis-Chem Woodlands Boulevard Pharmacy,2,Other,420,General,Pharmacy,,,
2969,SU Nursing (4rd year 2022),2,Other,165,SU Nursing,University,,,
476,Katima Mulilo Eye Clinic,2,Other,17,Optometry,Specialist Department,,,
4993,Cape Town Station Pharmacy,2,Other,420,General,Pharmacy,,,
3470,Mediclinic Louis Leipoldt Internal Medicine,2,Other,21,Internal Medicine,Specialist Department,,,
540,Tafelsig Clinic,229,Family Medicine and Palliative Care,41,Palliative Care,Specialist Department,,,
3473,Clicks Pharmacy - Blue Hills,2,Other,420,General,Pharmacy,,,
5712,Masakhane (Aberdeen) Clinic,2,Other,420,General,Clinic,,,
3516,Dr Pelonomi Jean Mampie,2,Other,420,General,General Practice,,,
3817,Dr Aylwin David Nathaniel (1 Shinford Place Phoenix),2,Other,420,General,General Practice,,,
3550,Mrs Ilze Legg (Olls,2,Other,17,Optometry,Specialist Department,,,
2526,Dr Serena Jade Cardoso,2,Other,420,General,General Practice,,,
4576,Dr Joachim Johannes (Dappie) Prinsloo,2,Other,420,General,General Practice,,,
5714,Red Cross DCAP,2,Other,37,Psychiatry,Specialist Department,,,
3632,Lebowakgomo Plaza Pharmacy,2,Other,420,General,Pharmacy,,,
3795,Letlhabile Clinic,2,Other,420,General,Clinic,,,
3706,Central Apteek - Richards Bay,2,Other,420,General,Pharmacy,,,
2547,Mediklin Pharmacy,2,Other,420,General,Pharmacy,,,
3258,SU Physio 4th years (2020) - Lizelle Schonken,2,Other,165,SU Nursing,University,,,
529,The Oaks Clinic,2,Other,420,General,Clinic,,,
3778,Dr Nicolas Christiaan Petrus Els,2,Other,420,General,General Practice,,,
534,DP Marais Hospital,2,Other,420,General,Hospital,,,
3791,Global Clinical Trials (Pty) Ltd,2,Other,420,General,Research Centre,,,
3866,Discoverers CHC Family Medicine,2,Other,16,Family Medicine,Specialist Department,,,
3809,Steve Biko Plastic Surgery,2,Other,419,Plastic Surgery,Specialist Department,,,
3813,Kimoramed,2,Other,420,General,General Practice,,,
3814,Acvv Huis Soeterus,2,Other,41,Palliative Care,Specialist department,,,
530,Occuvision Optometrist Vredenburg,2,Other,17,Optometry,Specialist Department,,,
3819,Dr Nico Garth Wendell Le Breton,2,Other,420,General,General Practice,,,
3821,Dr Zayaan Solomon,2,Other,420,General,General Practice,,,
3859,Grey's Social work (PMB),2,Other,126,Social Work,Specialist Department,,,
3860,Dr Haig John Mac Robert,2,Other,420,General,General Practice,,,
561,Specsavers Blue Route Mall,2,Other,17,Optometry,Specialist Department,,,
510,SpecSavers Kuilsriver,2,Other,17,Optometry,Specialist Department,,,
522,SpecSavers Vaal Mall,2,Other,17,Optometry,Specialist Department,,,
3297,Dr Maria Magdalena Theunissen,2,Other,420,General,General Practice,,,
3414,Dis-Chem Savannah Mall Pharmacy Clinic,2,Other,420,General,Pharmacy,,,
3933,Dis-Chem Pharmacy Clinic - Strubens Valley,2,Other,420,General,Pharmacy,,,
3471,Dr Amina Ismail,2,Other,420,General,General Practice,,,
4577,Dr Samantha Paul,2,Other,420,General,General Practice,,,
3517,Charlotte Maxeke NHLS,2,Other,85,Pathology,Specialist Department,,,
4994,Dr A.R Ashtiker,2,Other,420,General,General Practice,,,
3584,Helderberg Hospital Infectious Diseases,2,Other,169,Infectious Disease,Specialist Department,,,
578,Carstenhof Clinic,2,Other,420,General,Clinic,,,
3935,Dr Akinkunmi Ayobami Oyewumi,2,Other,420,General,General Practice,,,
3600,Parkmed Neuroclinic,2,Other,37,Psychiatry,Hospital,,,
3634,Hamadi Labs Ladysmith,2,Other,85,Pathology,Specialist Department,,,
589,Bafokeng CHC,2,Other,420,General,CHC,,,
4047,"Lake, Smit & Partners Incorporated",2,Other,416,Radiology,Medical Centre,,,
3779,Dr Karen Cilliers,2,Other,420,General,General Practice,,,
4098,tafta Geriatrics,2,Other,237,Geriatrics,Specialist Department,,,
3796,Mopani Pharmacy - White River,2,Other,420,General,Pharmacy,,,
4997,Mankweng Paediatrics and Neonatology,2,Other,181,Paediatrics and Neonatology,Specialist Department,,,
3818,Lenmed Shifa Private Hospital,2,Other,420,General,Hospital,,,
5713,Mqanduli CHC,2,Other,420,General,CHC,,,
3820,Dr Emmanuel Danso,2,Other,420,General,General Practice,,,
2527,Dr Karen van Wyk,2,Other,420,General,General Practice,,,
3551,Mahatma Gandhi Hospital Obstetrics & Gynaecology,179,Gynaecology,179,Gynaecology,Specialist Department,,,
3822,Medicare Pharmacy Clinic - Douglasdale,2,Other,420,General,Pharmacy,,,
604,Abena Kwabena Hospital Ghana,2,Other,420,General,Hospital,,,
605,PHG Eye Centre Ghana,2,Other,17,Optometry,Specialist Department,,,
606,Asonomason Govt Hospital Ghana,2,Other,420,General,Hospital,,,
607,St. Patrick Hospital Ghana,2,Other,420,General,Hospital,,,
608,Fountain High Eye Centre Ghana,2,Other,1,Ophthalmology,Hospital,,,
609,Agogo Presbytarian Hospital Ghana,2,Other,420,General,Hospital,,,
610,PHG Eye Centre Kumawu Ghana,2,Other,17,Optometry,Specialist Department,,,
611,Wonoo Hospital,2,Other,420,General,Hospital,,,
612,Wesphalian Eye Hospital Ghana,2,Other,420,General,Hospital,,,
613,Ashanti Vision Care Ghana,2,Other,17,Optometry,Specialist Department,,,
614,Perfect Vision Med Eye Care Ghana,2,Other,17,Optometry,Specialist Department,,,
615,Eye Centre - Gate Ghana,2,Other,17,Optometry,Specialist Department,,,
616,Fountain High Eye Centre Maakro Ghana,2,Other,17,Optometry,Specialist Department,,,
617,Akrokeri Government Hospital,2,Other,420,General,Hospital,,,
3861,Fountain Medical Centre,2,Other,420,General,Medical Centre,,,
571,Specsavers Cape Gate,2,Other,17,Optometry,Specialist Department,,,
3896,Dr Desiree Miriam Navsa,2,Other,420,General,General Practice,,,
625,Specsavers Stellenbosch,2,Other,17,Optometry,Specialist Department,,,
3274,Ikhwezi Clinic,2,Other,420,General,Clinic,,,
3298,Clicks Pharmacy - Cosmo City,2,Other,420,General,Pharmacy,,,
3937,Dr Erika Viljoen,2,Other,420,General,General Practice,,,
1375,Community Mental Health and Psychiatry (CMHP),2,Other,37,Psychiatry,Specialist Department,,,
3676,Vula - Place Holder Profile,2,Other,0,,Vula,,,
3415,Dis-Chem Soshanguve Pharmacy,2,Other,420,General,Pharmacy,,,
4995,Good Care Mediclinic (Dr Ahmed N P) - Makhaza,2,Other,420,General,General Practice,,,
3472,Netcare N17 Ophthalmology,2,Other,1,Ophthalmology,Specialist Department,,,
3938,Remedia Pharmacy - Clinic,2,Other,420,General,Pharmacy,,,
3518,Dis-Chem Cresta Pharmacy,2,Other,420,General,Pharmacy,,,
4998,Dr Bernhard Philip Clur,2,Other,420,General,General Practice,,,
4048,Andrea Kennedy Physiotherapy,2,Other,123,Physiotherapy,Specialist Department,,,
682,Paarl Mediclinic,2,Other,420,General,Hospital,,,
3601,Sunningdale Hospital,2,Other,420,General,Hospital,,,
3635,Hamadi Labs Nelspruit,2,Other,85,Pathology,Specialist Department,,,
3637,Hamadi Labs Randburg,2,Other,85,Pathology,Specialist Department,,,
4057,Hasmed Pharmacy,2,Other,420,General,Pharmacy,,,
659,Spec-Savers Canal Walk,2,Other,17,Optometry,Specialist Department,,,
4058,Africa Health Research Institute,2,Other,420,General,Research Centre,,,
3797,Mamre CDC,2,Other,420,General,CDC,,,
5716,Dr Willem-Martin Gerber,2,Other,420,General,General Practice,,,
3823,Langebaan Municipal Clinic,2,Other,420,General,Clinic,,,
4064,Dr Andrew Peter Asherson,2,Other,420,General,General Practice,,,
1472,Vula,2,Other,420,General,Vula,,,
4099,Lindelani Clinic,2,Other,420,General,Clinic,,,
3897,New Street Surgery,2,Other,420,General,General Practice,,,
3909,Masicorp,2,Other,420,General,Non-medical practice,,,
4100,Brackengate hospital,2,Other,420,General,Hospital,,,
3910,NBP Healthcare Solutions,2,Other,420,General,Medical Centre,,,
4102,Mmene Wellness Center,2,Other,420,General,Medical Centre,,,
5717,Specsavers Hemingway,1,Ophthalmology,17,Optometry,Specialist Department,,,
5718,Phillipi Clinic,2,Other,420,General,Clinic,,,
5719,GABIEBA WELLNESS CLINIC,2,Other,420,General,Clinic,,,
5720,Specsavers Cavendish,2,Other,17,Optometry,Specialist Department,,,
4140,Sr Shirley Jean Frost,2,Other,420,General,General practice,,,
4179,Dr R R Maharaj & Partner,2,Other,420,General,General Practice,,,
4196,Dr Mohamed Yacoob Varachia,2,Other,420,General,General Practice,,,
4208,Dr Emelia Elizabeth Te Boekhorst,2,Other,420,General,General Practice,,,
4216,Dr Andre Jan Holl,2,Other,420,General,General Practice,,,
4221,Dr Francois Jacobus De Jager,2,Other,420,General,General Practice,,,
638,Specsavers Bellville,2,Other,17,Optometry,Specialist Department,,,
656,Specsavers Gugulethu,2,Other,17,Optometry,Specialist Department,,,
654,Specsavers Hermanus,2,Other,17,Optometry,Specialist Department,,,
665,Specsavers Mutual Park,2,Other,17,Optometry,Specialist Department,,,
661,Specsavers President Square,2,Other,17,Optometry,Specialist Department,,,
5722,SU Physio - Paarl School Brackenfell,2,Other,123,Physiotherapy,University,,,
3027,Clicks Pharmacy Clinic - Forest Hill,2,Other,420,General,Pharmacy,,,
2548,Southern Trials Pharmacy,2,Other,420,General,Pharmacy,,,
2564,Life Kirkwood Care Centre,2,Other,420,General,Medical Centre,,,
5733,Ndwayana Clinic,2,Other,420,General,Clinic,,,
787,Bryanston Health Centre,2,Other,420,General,Medical Centre,,,
2704,Rahima Moosa O&G,27,Obstetrics / Gynaecology,27,Obstetrics / Gynaecology,Specialist Department,,,
2675,"Dr Rukesh Premduth Balgobind (15 Gowran Gardens, Avoca hills)",2,Other,420,General,General Practice,,,
2680,"Dr Ismail Abdul Kader Sheik (Shop 7, 460 Anton Lembede street, Durdoc centre)",2,Other,420,General,General Practice,,,
2565,Sicelo Sengwayo,2,Other,125,Psychology,General Practice,,,
5721,Mellins I Style Hermanus,2,Other,17,Optometry,Specialist Department,,,
2602,Chatty Clinic,2,Other,420,General,Clinic,,,
4056,Charlotte Maxeke Paediatric Surgery (phone if emergency referral),39,Paediatric Surgery,39,Paediatric Surgery,Specialist Department,,,
2647,Unjani Clinic - Bapong,2,Other,420,General,Clinic,,,
5723,Ngcolora Clinic,2,Other,420,General,Clinic,,,
2609,Mediclinic Durbanville,2,Other,420,General,Hospital,,,
4996,St Joseph’s Home Paediatric Intermediate Care,28,Paediatrics,28,Paediatrics,Specialist Department,,,
5725,Mpunzana Clinic,2,Other,420,General,Clinic,,,
2612,Dr Thilendran Nadasan,2,Other,420,General,General Practice,,,
2615,Goedehoop Pharmacy,2,Other,420,General,Pharmacy,,,
2644,Unjani Clinic - Jane Furse,2,Other,420,General,Clinic,,,
5735,Mt Coke CHC,2,Other,420,General,CHC,,,
3299,Clicks Pharmacy - Sunnypark,2,Other,420,General,Pharmacy,,,
2641,Unjani Clinic - Mamelodi,2,Other,420,General,Clinic,,,
2623,Core Medical Centre,2,Other,420,General,Medical Centre,,,
2624,Ms Aileen Rebecca Morrison,2,Other,125,Psychology,General Practice,,,
2627,Dr Rivka Hoosain,2,Other,420,General,General Practice,,,
2631,Dr Liezel Du Preez,2,Other,420,General,General Practice,,,
2709,GHI,2,Other,420,General,Non-medical practice,,,
2635,Dr Xolile Fundisiwe Albright Gumede,2,Other,420,General,General Practice,,,
5744,Ngonyama CHC,2,Other,420,General,CHC,,,
2676,Dr Nazly Khan (2),2,Other,420,General,General Practice,,,
2656,Missionvale Clinic,2,Other,420,General,Clinic,,,
2659,Bez Valley Clinic,2,Other,420,General,Clinic,,,
2663,Dr Fahmieda Rasdien,2,Other,420,General,General Practice,,,
2691,Dis-Chem Blue Route,2,Other,420,General,Pharmacy,,,
2666,Dr Suresh Ambaram Parbhoo,2,Other,420,General,General Practice,,,
2667,Dr Mukesh Narsai Govind,2,Other,420,General,General Practice,,,
2686,Dis-Chem Centurion,2,Other,420,General,Pharmacy,,,
2668,Dr Venitha Jaichan Seeraj,2,Other,420,General,General Practice,,,
2673,@Health Medical Centre,2,Other,420,General,Medical Centre,,,
2696,Dis-Chem Cradlestone,2,Other,420,General,Pharmacy,,,
2687,Dis-Chem Olympus,2,Other,420,General,Pharmacy,,,
2605,Edendale Emergency Medicine,2,Other,32,Emergency Medicine,Specialist Department,,,
2702,Kimberley Correctional Services,2,Other,420,General,Correctional Centre,,,
2705,Dr Sheri Philippa Fanaroff,2,Other,420,General,General Practice,,,
2708,Clicks Pharmacy - Kalahari Mall,2,Other,420,General,Pharmacy,,,
2683,Dis-Chem Athol Oaklands,2,Other,420,General,Pharmacy,,,
4999,Johannesburg Family Medicine Department,16,Family Medicine,16,Family Medicine,Specialist Department,,,
2699,Dis-Chem Ballito,2,Other,420,General,Pharmacy,,,
3939,Zuid-Afrikaans Hospitaal,2,Other,420,General,Hospital,,,
5724,Mpukane Clinic,2,Other,420,General,Clinic,,,
3276,Dis-Chem Jean Avenue Pharmacy,2,Other,420,General,Pharmacy,,,
3278,Clicks Pharmacy - Westering,2,Other,420,General,Pharmacy,,,
5730,Ngcobo CHC,2,Other,420,General,CHC,,,
4049,Dr Xolile Tshebo Nathan Vena,2,Other,420,General,General Practice,,,
3300,Clicks Pharmacy - Gonubie,2,Other,420,General,Pharmacy,,,
3416,Uniondale Hospital,2,Other,420,General,Hospital,,,
3474,Dis-Chem Randfontein Pharmacy Clinic,2,Other,420,General,Pharmacy,,,
4059,Hlengisizwe CHC,2,Other,420,General,CHC,,,
3519,Nelson Mandela department of health (Outreach team - sub district C),2,Other,420,General,Non-medical practice,,,
3552,Dr Roderic Charles Miller,2,Other,420,General,General Practice,,,
3602,Ulwandolwempilo Medical Practice,2,Other,420,General,General Practice,,,
3636,Hamadi Labs Johannesburg,2,Other,85,Pathology,Specialist Department,,,
5731,New Brighton CHC,2,Other,420,General,CHC,,,
4103,Defined Medical Assessments,2,Other,420,General,Medical Centre,,,
4104,Spec-Savers Ottery,2,Other,17,Optometry,Specialist Department,,,
3898,Dis-Chem Pharmacy Clinic - Jubilee Mall,2,Other,420,General,Pharmacy,,,
3911,Mpumalanga Pharmaceutical Depot,2,Other,420,General,Pharmacy,,,
4106,Adriaanse & Associates Physiotherapists,2,Other,420,General,General Practice,,,
4108,Huis Esperanza,2,Other,41,Palliative Care,Specialist department,,,
4109,The Local Choice Pharmacy - Springmed,2,Other,420,General,Pharmacy,,,
